session_id,user_id,charger_id,session_duration,power_usage,time_of_day,location,policy_type,role,behavior_context,risk_score,access_granted_ai,access_granted_noai,decision_latency_ai,decision_latency_noai,blockchain_delay,pet_time,ai_override,session_validity
6176,6,6,90,6.52,afternoon,Manchester,RBAC,User,normal,0.20594124348272358,False,True,183.9044875176404,124.73791173492566,143.33954841068334,91.42000801944758,True,valid
6177,13,4,42,5.29,evening,London,RBAC,User,normal,0.27150223487928066,True,True,156.18444156291542,94.86793898717079,226.31088949358417,65.36735440801145,False,valid
6178,9,7,35,1.53,afternoon,Birmingham,RBAC,User,normal,0.12337466358387147,True,True,192.27529560492425,113.81982414298156,190.38601227713556,63.10775092391198,False,valid
6179,8,10,82,12.37,morning,Birmingham,RBAC,User,anomalous,0.4677658249398614,True,False,218.19755665714092,123.68675906112975,247.23336108543958,85.64000389035526,True,valid
6180,12,5,28,12.87,afternoon,Birmingham,RBAC,User,normal,0.2889228549421433,False,True,148.3761465605522,126.20976929737532,152.70299817615904,82.62791111230739,True,valid
6181,10,4,118,9.19,afternoon,Birmingham,RBAC,Admin,normal,0.3151230329824069,True,True,152.5370818796598,120.89088867971978,191.3437168333724,56.174477731946205,False,valid
6182,7,6,53,6.79,off_hours,Manchester,ABAC,User,normal,0.38809351551173354,True,True,191.58386671990738,112.87288691810453,183.56658272873057,60.37875169840615,False,valid
6183,7,6,100,14.76,off_hours,Manchester,RBAC,User,normal,0.27003938233426195,True,True,146.92421665375383,136.68198334486976,204.32345006327108,88.36310783291935,False,valid
6184,17,5,104,4.0,morning,Birmingham,ABAC,User,normal,0.19143041291826474,True,True,194.4778643260151,89.42838250996813,179.83186000198657,62.09677815837213,False,valid
6185,5,6,36,11.99,evening,Manchester,RBAC,User,normal,0.22737108595430103,True,True,160.66591465958106,118.57159642618053,161.63304059331847,94.9768585773328,False,valid
6186,10,5,59,17.18,off_hours,Birmingham,RBAC,Fleet,anomalous,0.8678628638773861,False,False,159.03718182161336,114.59730049286826,182.31692891019395,87.83592932199568,False,invalid
6187,20,7,83,4.62,morning,Birmingham,RBAC,Admin,anomalous,0.7730660321753784,False,False,218.63937152507827,153.88732536199123,198.57038365283876,64.74704880181466,False,valid
6188,15,5,111,16.87,evening,London,RBAC,User,anomalous,0.7667831188985983,False,False,194.4903344285318,136.06802062915864,278.08681867585597,67.58246193124924,False,invalid
6189,13,4,62,17.02,afternoon,Birmingham,RBAC,User,normal,0.2449278554459045,True,True,199.7456895556453,81.36886329589062,179.3796566796901,79.0353335917721,False,valid
6190,14,9,103,2.45,evening,Manchester,RBAC,User,normal,0.26523732052361226,True,True,219.6703582794345,105.75051436223772,209.87047826313974,82.73130578323362,False,valid
6191,17,5,7,1.59,evening,London,RBAC,User,normal,0.19967312500702997,True,True,167.07623951318436,127.75213537009151,159.68199757009612,57.33006633821088,False,valid
6192,7,6,84,21.46,off_hours,Birmingham,RBAC,User,normal,0.5172101557127285,True,True,156.92507246055135,120.38143869828016,212.31367125704497,73.70012148833645,False,valid
6193,4,2,73,5.22,afternoon,London,DAC,User,normal,0.1628122369172981,True,True,205.63280455532353,115.42286806561498,138.91513019737764,58.96142061551834,False,valid
6194,9,1,89,18.3,evening,Birmingham,RBAC,User,normal,0.3474066911733561,True,True,200.4709922582336,132.57475797609834,283.0124223339568,94.72404380472412,False,valid
6195,19,3,14,12.89,morning,anomaly,DAC,Fleet,anomalous,0.7954903627557545,False,False,157.1853973330808,91.30840849941845,166.88508989919785,71.95869117942375,False,valid
6196,14,7,87,6.7,afternoon,London,RBAC,Fleet,normal,0.27185152025173326,True,True,163.86668011118672,118.94907834683588,77.77818279550026,78.22541165298253,False,valid
6197,3,1,29,3.9,off_hours,Birmingham,ABAC,User,normal,0.3119822099000558,True,True,165.71476056453545,104.10326146678737,196.68070681745124,94.4977482498018,False,valid
6198,4,1,72,11.53,evening,Birmingham,MAC,User,normal,0.23431522085952078,True,True,239.09012321332963,114.2927095212158,231.89270429388415,65.54943584667413,False,valid
6199,2,8,65,9.67,afternoon,Manchester,ABAC,Fleet,normal,0.2360144501432477,True,True,191.27930515915398,164.05810466915352,151.69566617645853,91.0674254729116,False,valid
6200,8,3,33,15.74,evening,London,RBAC,User,anomalous,0.8099577439208347,False,False,155.37576069591742,135.70681917479826,174.23202416388807,61.10611229356472,False,valid
6201,2,2,23,20.01,morning,London,RBAC,Fleet,normal,0.3152101799932232,True,True,131.80947751258816,85.47730530054824,251.55817617453857,78.52865889525418,False,valid
6202,4,8,47,17.95,afternoon,Manchester,MAC,User,normal,0.16789915635186645,True,True,192.88516908229195,136.71751431813237,222.47034238442737,70.23612167013431,False,valid
6203,2,10,70,6.91,evening,London,RBAC,User,normal,0.29325416824942674,True,True,177.30135046211421,93.81440311345243,260.2935039385408,76.79582054093525,False,valid
6204,4,2,78,19.48,afternoon,Manchester,ABAC,User,normal,0.29765804274547414,True,True,214.17664322029773,113.08808751279565,89.87082086035186,50.358310401644935,False,valid
6205,9,10,65,18.53,afternoon,Birmingham,DAC,Admin,normal,0.46623846430405325,True,True,199.21558103539334,134.92860296380317,195.58806858567385,78.85581029877054,False,valid
6206,2,7,47,20.53,evening,anomaly,ABAC,Admin,normal,0.1999317822096209,True,True,124.1645347626489,142.35073718130778,184.64264172267752,91.96324618111336,False,valid
6207,20,7,29,10.74,afternoon,London,RBAC,User,anomalous,0.7907847317810095,False,False,226.98203544435162,124.81111107867385,218.13276998618747,93.42858046447857,False,valid
6208,17,10,24,17.19,morning,London,RBAC,User,normal,0.3181829487693467,True,True,172.5436708433688,84.08359128261111,136.81840885525096,62.21577241209238,False,valid
6209,1,6,52,13.51,afternoon,Birmingham,RBAC,User,normal,0.3127684447545104,True,True,149.91858997243978,118.23528195574123,136.43725276830097,89.86189796814715,False,valid
6210,6,1,87,7.66,off_hours,Manchester,ABAC,User,normal,0.27278343172598013,True,True,197.24528443650988,99.76981534521579,255.33832011306436,82.09921934023136,False,valid
6211,16,1,91,21.88,off_hours,Birmingham,ABAC,Admin,anomalous,0.8127630367435206,True,False,155.68883804604693,77.57667868774315,162.7754013937876,67.5738981205408,True,valid
6212,4,3,28,2.0,afternoon,Birmingham,RBAC,User,normal,0.25872020992805966,True,False,145.08408590439015,100.73278940416421,159.82319578533995,77.14780328736913,True,valid
6213,5,4,15,4.58,morning,Birmingham,RBAC,Admin,normal,0.2442557358703333,True,True,162.68030125857544,116.80458693428515,263.6711688156957,72.98279725425904,False,valid
6214,5,9,114,19.76,evening,London,RBAC,Fleet,anomalous,0.8517513906254183,False,False,202.58135098474236,141.6085681758969,224.0206156059978,93.9789493721327,False,valid
6215,9,7,102,2.46,evening,London,DAC,User,normal,0.21735143913779892,True,True,159.92125860607783,163.62603773822883,179.16473771151848,90.35440528880052,False,valid
6216,5,1,59,19.65,afternoon,London,RBAC,Admin,normal,0.18630604780738697,False,True,154.07233455961222,130.2226652884156,221.0415864171021,89.65426758073845,True,valid
6217,2,4,32,16.08,afternoon,London,RBAC,User,normal,0.15934141297502266,True,True,223.0660948536723,105.15289448884589,232.83844974755704,82.31105571999447,False,valid
6218,7,6,73,1.96,off_hours,Birmingham,RBAC,User,normal,0.37294962832710266,True,True,223.4820685871499,92.63763190585965,171.1003204458692,105.79897076228062,False,valid
6219,15,6,67,10.13,afternoon,Manchester,RBAC,User,normal,0.30239963005151005,True,False,192.17615200261542,120.019987813423,224.5868740208633,88.82240798649381,True,valid
6220,8,7,63,16.89,afternoon,Manchester,DAC,Admin,normal,0.3443654699289394,True,True,173.46952307589703,114.1648773589146,271.3851533760278,58.34803838849021,False,valid
6221,3,9,9,13.33,evening,Birmingham,RBAC,User,normal,0.15129062508160715,True,True,150.73490310498357,105.11497621048184,162.9120345975754,77.89807286058581,False,valid
6222,11,6,55,20.67,morning,Manchester,ABAC,Fleet,normal,0.3974477730627187,True,True,185.0938104677249,105.13721102650516,242.35064178968275,65.55973453379069,False,valid
6223,10,1,25,19.25,morning,Manchester,RBAC,Admin,normal,0.2928482982939372,True,True,169.27772992465464,153.7219424757189,213.94930138320814,91.75301898616146,False,valid
6224,4,3,16,8.12,off_hours,Birmingham,ABAC,User,normal,0.3500760298436942,True,True,171.0734955027831,116.42808809218585,214.50052650999785,54.97623942374938,False,valid
6225,12,1,54,2.96,morning,Manchester,MAC,User,normal,0.2390640394063298,True,True,210.3554640826099,134.7122170889174,246.67567641882536,76.7361427504214,False,valid
6226,13,6,8,20.84,afternoon,London,RBAC,User,normal,0.23908943704017427,True,True,151.16178498939283,126.3674875264069,220.5505849868667,91.68452912571638,False,valid
6227,7,7,117,11.96,afternoon,Manchester,RBAC,Admin,normal,0.2546297451652753,True,True,177.47150532156957,119.06581403695809,128.56999981967226,83.18835750467534,False,valid
6228,19,3,46,2.75,off_hours,Manchester,RBAC,User,normal,0.3958132436194701,True,True,191.47957485444175,133.53482765332555,155.01449352776768,87.0873820175992,False,valid
6229,16,10,88,18.18,evening,Manchester,RBAC,User,normal,0.3343642040367105,True,True,183.3672445547015,122.38599166121539,202.45252231342332,75.92079027289016,False,valid
6230,10,9,42,19.26,morning,London,ABAC,Fleet,normal,0.3359402438339014,True,True,153.59314417034983,123.62040420493808,158.35089519403263,61.36468427852856,False,valid
6231,7,1,29,14.5,evening,London,DAC,User,normal,0.21022523903980384,True,True,176.59771017593178,118.69509922133462,290.31519356903846,67.7074836802284,False,valid
6232,3,1,18,10.51,afternoon,London,RBAC,User,normal,0.20690141007736,True,True,141.84058814256645,98.0496336185837,172.0969813016756,69.14874913865991,False,valid
6233,2,7,79,14.97,afternoon,London,MAC,User,normal,0.30031734530355614,True,True,215.12052567003104,124.77359706129742,157.19669477849337,67.36550989781114,False,valid
6234,1,5,36,15.9,evening,Manchester,RBAC,Admin,normal,0.5014212052620144,True,True,197.233208729107,134.26482085876862,168.36106846932915,85.46430205370862,False,valid
6235,16,5,15,19.78,morning,Manchester,RBAC,User,normal,0.2544438041964894,True,True,170.4627695331193,133.77358864551044,177.81797327810594,84.03869510751022,False,valid
6236,13,5,65,21.08,off_hours,Manchester,ABAC,User,normal,0.4844429969036085,True,True,146.9719839655839,137.10110738558132,197.45987798983353,82.86721258950094,False,valid
6237,3,5,22,11.9,evening,London,DAC,User,normal,0.23902405751820832,True,True,191.1760237194399,122.28216611181725,182.80030938455033,88.1011933487565,False,valid
6238,14,2,31,17.81,afternoon,London,RBAC,User,normal,0.24121201751131188,True,False,207.48655105108512,126.74002818880004,214.92384408061045,76.98085513497882,True,valid
6239,18,1,59,21.26,evening,Birmingham,RBAC,User,normal,0.3791502471683126,True,True,129.94868025287778,110.11085284046314,149.6488101119245,93.87422385045517,False,valid
6240,11,5,58,4.35,morning,Manchester,ABAC,Admin,normal,0.26843312752529674,True,True,218.59650653316106,115.26492328609584,252.6788910102563,59.25874697471332,False,valid
6241,19,10,86,1.58,evening,Birmingham,MAC,User,normal,0.4130541515454625,True,True,164.89140693998633,148.45613239922415,199.08465155704152,107.96173146232104,False,valid
6242,3,9,91,19.27,morning,Manchester,MAC,Admin,normal,0.41035913405177604,True,True,180.89402365531714,103.2335960730112,181.52300802014605,75.62284055219395,False,valid
6243,20,8,79,5.26,afternoon,Manchester,RBAC,Admin,normal,0.2549869793017077,True,True,179.82096348327488,135.76510682582756,203.2986555810952,96.14482179068293,False,valid
6244,2,9,25,2.08,evening,Birmingham,MAC,Fleet,normal,0.3383763476471039,True,True,183.61541868187518,90.64609159364964,178.96946396888427,56.444706758844404,False,valid
6245,6,3,48,4.53,evening,anomaly,RBAC,User,anomalous,0.7214864687732319,False,True,183.6615299632261,119.2936762690088,198.4075146971415,61.11205027841009,True,valid
6246,4,2,9,9.19,afternoon,anomaly,ABAC,Admin,normal,0.27433816066238914,True,True,183.8033943471723,160.19036020841344,239.92178276431017,84.70933538648734,False,valid
6247,13,5,91,5.76,afternoon,anomaly,RBAC,User,normal,0.19259284033810387,True,True,157.6609179027533,121.00998046789547,127.80747263021874,74.52247756889807,False,valid
6248,8,7,45,7.55,afternoon,Birmingham,RBAC,User,normal,0.1912224111191744,True,True,151.91708996491084,101.33575944240279,227.2210088299054,53.94254300293417,False,valid
6249,15,4,63,21.49,afternoon,Manchester,DAC,User,normal,0.1951931918088625,True,False,198.84986723456421,119.23780197868038,248.3494129173652,64.70422357595527,True,valid
6250,1,2,93,15.85,morning,London,ABAC,User,normal,0.15463088556726357,True,True,206.42170124980146,137.1114316312166,215.89387891155565,105.3744756236069,False,valid
6251,16,9,109,16.01,evening,Manchester,RBAC,User,normal,0.16343252470979502,True,True,153.5387873186616,113.1906495266308,204.57747068863796,67.20471720085972,False,valid
6252,20,6,58,3.17,afternoon,London,MAC,Admin,normal,0.3511145613334543,True,True,196.34018504625774,93.68163035831283,237.39048578260233,72.82552030274978,False,valid
6253,5,3,78,16.43,off_hours,London,ABAC,User,normal,0.35013661569969917,True,True,156.57857876542187,134.9997584428833,167.63757912217795,116.1988810373368,False,valid
6254,13,1,26,16.58,afternoon,Manchester,RBAC,User,normal,0.28184966203884293,True,True,204.4682222770208,118.2400940524483,186.4453281267532,65.58363210454627,False,valid
6255,17,1,87,14.92,off_hours,Birmingham,RBAC,User,normal,0.22065563647894162,True,True,177.58130763910734,125.40993134097188,97.59369585600182,86.08346392684912,False,valid
6256,2,8,69,5.95,afternoon,Manchester,RBAC,User,normal,0.07915873161259922,True,True,220.2799813650816,114.61011826957119,262.66678473243275,67.05624562779485,False,valid
6257,13,4,68,10.0,evening,London,RBAC,Fleet,normal,0.16419840735701874,True,True,173.3089836382181,93.18999469752104,197.02387382516835,99.85402990976843,False,valid
6258,2,9,75,18.8,morning,Manchester,DAC,User,normal,0.22495740407226214,True,True,238.17346410566046,132.83783510176593,213.89378588736096,95.7919816462473,False,valid
6259,11,5,8,15.14,evening,Birmingham,ABAC,User,normal,0.33824985101029137,True,True,162.34800723200945,128.58788089215685,198.22290528687068,110.43383459385733,False,valid
6260,15,5,69,16.44,afternoon,Birmingham,MAC,User,normal,0.2667390017029321,True,True,151.10118493364104,115.34138674830695,93.15667351999976,79.07323395030205,False,valid
6261,9,8,19,13.42,afternoon,Manchester,ABAC,User,normal,0.07180149444729977,True,True,180.65035795099033,108.26179861908211,201.26621838713598,94.9657234487219,False,valid
6262,19,7,108,10.55,morning,Manchester,ABAC,User,normal,0.1843165639406109,True,True,159.8041454589489,112.75795175289458,205.48536298337632,82.44548204112522,False,valid
6263,4,8,80,16.99,morning,Birmingham,RBAC,User,normal,0.24046279834829043,True,True,152.0960687271691,139.12069338136692,193.15237929657516,46.69355108709138,False,valid
6264,17,4,26,2.61,evening,London,ABAC,Fleet,anomalous,0.8323219141911599,False,False,153.75652792720246,140.72543012185147,256.4237526120848,65.58796486894838,False,valid
6265,15,10,90,15.2,afternoon,London,MAC,Admin,normal,0.2186260998907241,True,True,199.06593478831206,113.32637680079296,212.8343171685848,48.760360056914436,False,valid
6266,7,2,118,21.94,evening,London,RBAC,User,normal,0.33574023563710975,True,True,212.55999323142544,97.63646946275476,175.7386491499984,68.70745951959448,False,valid
6267,13,6,51,17.43,afternoon,Manchester,ABAC,User,anomalous,0.5390773878479119,True,False,184.725004837355,117.51367979081351,177.23324852445774,97.48912690655618,True,valid
6268,8,7,85,7.24,morning,London,RBAC,User,normal,0.13273622720087347,True,True,198.79098018951447,139.82359231811748,260.8292862723015,95.359453404963,False,valid
6269,1,6,97,6.98,evening,Manchester,MAC,User,anomalous,0.8379871193304658,False,False,202.27319999154216,94.45234009686307,161.0309821261884,79.63246781827651,False,valid
6270,9,3,50,15.08,evening,London,DAC,User,normal,0.2774531512532017,True,True,153.46141532325146,134.12072972198905,201.8494111724826,73.4334739604363,False,valid
6271,18,3,18,19.83,afternoon,London,ABAC,User,normal,0.131227233961085,True,True,144.2011754351917,81.12303155551169,152.67316222863514,98.54457250819144,False,valid
6272,17,5,54,13.22,evening,London,RBAC,User,normal,0.19883126505066917,True,True,188.84742021511065,133.89088753142718,214.37437965273534,105.68595164747404,False,valid
6273,17,7,24,12.17,evening,Birmingham,ABAC,Admin,anomalous,0.8233604322838434,True,True,170.92970224203282,113.1230851356387,171.1247219509242,81.41387409740028,False,valid
6274,8,2,54,4.54,off_hours,Manchester,MAC,User,normal,0.3288941538780981,True,True,188.96484255578196,107.31530249103636,192.80621629008917,110.0652540002761,False,valid
6275,3,4,116,16.08,morning,London,DAC,User,normal,0.32665678458646275,True,True,198.69439999468057,132.03311848072994,173.77166186932624,68.32547699762459,False,valid
6276,11,8,37,15.81,evening,London,RBAC,User,normal,0.2919480676499008,True,True,160.91148584859945,106.19432860276503,234.8552550473965,92.98381256895651,False,valid
6277,2,3,63,21.31,afternoon,Manchester,MAC,User,normal,0.020451323917207775,True,True,194.1144413297471,124.88839981618473,260.5057955097825,107.56737431599731,False,valid
6278,2,7,47,7.44,evening,Manchester,RBAC,Admin,normal,0.3765125007717086,True,True,181.4017252273474,138.23126757308293,190.27060135113854,56.20428475971583,False,valid
6279,16,10,83,16.93,afternoon,Manchester,MAC,User,normal,0.20297337185002773,True,True,175.57343315950826,80.11480242836232,167.36698821812413,81.36333957005756,False,valid
6280,17,3,16,10.23,evening,Birmingham,MAC,User,normal,0.454609504150432,True,True,148.50814316335186,131.6271861345464,184.82153114808847,100.03614013227943,False,valid
6281,9,8,44,12.82,evening,Manchester,MAC,User,normal,0.2301525704052214,True,True,170.7067646675399,116.16413230953434,206.42768744816513,73.90215176642803,False,valid
6282,1,7,24,18.18,afternoon,Birmingham,ABAC,User,normal,0.29571006912541103,True,True,137.70756366669679,130.67623797526878,199.02478205651482,90.98943138393545,False,valid
6283,12,1,98,5.82,afternoon,London,ABAC,User,normal,0.2911858749862526,True,True,158.938413443443,110.71326367013589,199.99020392089105,55.340869931553556,False,valid
6284,6,4,42,8.33,evening,Birmingham,MAC,User,normal,0.2465943397536113,True,True,176.34662210653894,133.93909247617378,203.88557647888598,79.24128462505716,False,valid
6285,11,7,7,17.28,afternoon,Birmingham,ABAC,User,normal,0.14771842020180045,True,True,146.61721317315425,120.36037523765899,177.10341895008378,61.892144068208424,False,valid
6286,6,5,32,13.07,morning,London,RBAC,Fleet,normal,0.17511025400321426,True,True,205.14147303421123,113.72221027873002,219.8521562167701,59.43676445241685,False,valid
6287,20,3,60,3.12,morning,London,DAC,User,normal,0.2511781287011751,True,True,193.63394448811178,119.50086086692916,197.4587505342576,66.55086518820312,False,valid
6288,5,2,94,10.15,evening,Manchester,RBAC,User,normal,0.33039103214345394,True,True,156.7212375748385,95.85596369171292,255.46562796144252,69.54964438438533,False,valid
6289,13,9,98,13.4,evening,London,ABAC,User,normal,0.3253339405705388,True,True,202.27528005581183,102.35213664097516,187.55659429590096,93.43808540481683,False,valid
6290,1,10,17,20.12,evening,Birmingham,RBAC,Fleet,normal,0.3465495527731938,True,True,194.20976722244117,132.03070543129655,257.7612313743494,72.1931827616383,False,valid
6291,16,6,81,5.12,afternoon,Birmingham,RBAC,Fleet,anomalous,0.877136700153788,False,True,218.07837276307623,118.29762289089946,222.47865533293339,82.89271293702815,True,valid
6292,19,10,70,17.96,afternoon,London,ABAC,User,normal,0.1720933169101491,True,True,159.87102232519305,128.9628967976914,181.01246870311286,99.16372491645807,False,valid
6293,11,1,41,3.92,morning,London,ABAC,Fleet,normal,0.20891680650825617,True,True,191.01327292566245,139.89361342356415,230.5842622565758,89.54757427371604,False,valid
6294,2,5,53,6.24,off_hours,anomaly,RBAC,Admin,normal,0.4411805898845636,True,True,153.81538439563738,117.3222807425399,220.55948544060672,51.226315493857406,False,valid
6295,1,7,106,6.26,afternoon,London,RBAC,Fleet,normal,0.3620418779037417,True,True,115.41345654638842,135.29970176904558,231.57263407296531,98.44660391356484,False,valid
6296,13,8,70,19.45,afternoon,London,RBAC,Admin,normal,0.23877208364847743,True,False,170.35748287521167,124.6401556510743,136.45722181071378,109.25644835735332,True,valid
6297,17,5,40,5.34,evening,London,MAC,User,normal,0.3121337770420115,True,True,173.72570087245424,143.49878150600335,175.9761820575555,87.79752816161178,False,valid
6298,14,10,58,17.57,off_hours,anomaly,RBAC,Admin,normal,0.46986744192357754,True,True,163.88271552045225,107.22526565662511,253.82793163871764,80.90961512927228,False,valid
6299,17,10,30,10.81,morning,Birmingham,DAC,Admin,anomalous,0.7818429968707921,False,False,185.8914558621451,104.33672216668111,268.98552571440126,86.56971109217511,False,invalid
6300,10,1,79,21.98,afternoon,Manchester,RBAC,User,normal,0.19001264511101848,True,True,186.05947041109687,119.9998296937684,137.81270711987435,76.84874057956984,False,valid
6301,17,2,76,18.65,afternoon,London,DAC,Admin,normal,0.31736600190147823,True,True,122.905782607685,127.5096740538868,234.52133482546859,72.95894929267865,False,valid
6302,13,4,112,16.59,evening,Manchester,ABAC,User,normal,0.2334563407695909,True,True,182.16604282110112,130.09115663515172,225.3721509644672,73.05660948070796,False,valid
6303,6,10,44,19.31,morning,London,RBAC,Fleet,normal,0.35282947850654917,True,True,208.67465036623295,99.99792835466302,170.5343983161986,66.02531477529324,False,valid
6304,4,1,47,14.39,evening,Birmingham,RBAC,User,normal,0.3136218322400203,True,True,190.3991484671841,122.50707624534455,244.37860460051104,72.39898407838649,False,valid
6305,4,4,26,18.75,afternoon,London,MAC,User,normal,0.21621721674996267,True,True,198.48767786902945,115.86891847746863,219.32791550555882,71.86979373992057,False,valid
6306,14,6,24,6.63,evening,Manchester,DAC,Fleet,anomalous,0.8215071629212793,False,False,207.5135254350784,116.18449030971722,197.97179049127348,75.19163100605252,False,valid
6307,4,6,12,3.23,morning,Manchester,DAC,User,normal,0.3371450729466162,True,True,141.49743826726558,124.62838388649058,142.95546920662142,71.80211078846212,False,valid
6308,5,2,33,14.01,morning,London,RBAC,User,normal,0.20527919876032352,True,True,188.9754047717123,139.44281051504143,212.64062565784081,69.33805160175115,False,valid
6309,14,1,44,10.24,evening,anomaly,RBAC,User,normal,0.2898687749170465,True,True,147.11317773907228,118.24600891264265,257.9246754541711,79.90976037685431,False,valid
6310,15,8,94,10.07,evening,London,RBAC,Admin,normal,0.38955173034849844,True,True,175.41208416175775,123.69809436774985,142.87385817260417,72.9525214816643,False,valid
6311,8,9,34,12.16,evening,London,RBAC,User,normal,0.43845698835684066,True,True,158.21349835185922,86.27852044820332,204.37820773995495,91.6839034267574,False,valid
6312,11,9,85,8.72,evening,Birmingham,RBAC,Fleet,normal,0.469421280270612,True,True,140.47694590558598,91.63389260274693,192.85132836687325,79.01976968060556,False,valid
6313,7,7,88,14.22,morning,London,ABAC,Fleet,anomalous,0.846385655881814,False,False,214.64361685093021,112.55501653554225,175.54721703862435,45.362430395441535,False,valid
6314,13,4,120,1.84,afternoon,London,ABAC,User,normal,0.16223958526248458,True,True,188.35425347944815,131.74707000912085,195.18033004749498,97.10045534539144,False,valid
6315,14,2,59,21.37,afternoon,Manchester,MAC,User,normal,0.4036320770687406,True,True,183.7705243117089,122.54935578474891,171.32765910185435,87.91335392221828,False,valid
6316,9,7,20,20.43,off_hours,London,RBAC,User,normal,0.35297896145341606,True,True,196.02266432803432,134.1908510547165,184.1420806424842,108.34499869430293,False,valid
6317,15,6,50,20.65,afternoon,anomaly,RBAC,User,normal,0.19197200013838772,True,True,165.507491119333,151.43985565288142,161.04004212644995,89.43286851272192,False,valid
6318,8,7,66,8.79,morning,London,RBAC,User,normal,0.19809040476418838,True,True,136.71967258971733,91.89012307227016,242.05696634666293,104.00188615012188,False,valid
6319,2,1,111,12.26,afternoon,London,MAC,User,normal,0.08442508713297031,True,True,191.77059764929749,129.3634932637449,245.68111325533323,88.05806327921653,False,valid
6320,12,4,11,21.05,off_hours,Birmingham,DAC,Admin,normal,0.42943044744839176,True,True,138.22889686654207,139.93341443375084,250.1779127763644,66.55355328439461,False,valid
6321,16,1,84,19.97,evening,London,RBAC,Fleet,normal,0.4740883308636234,True,True,176.29382470886415,139.59761277047875,221.0352202340394,79.33768434116328,False,valid
6322,8,7,49,17.64,off_hours,Birmingham,RBAC,User,normal,0.37453581571037625,True,True,159.57579803425597,147.3795531557826,198.93571725393682,60.95659136841289,False,valid
6323,1,6,63,9.67,afternoon,London,RBAC,User,normal,0.25415497714642543,True,True,180.72991160986857,147.75078830362477,209.15686232187238,93.4477065136725,False,valid
6324,17,10,115,12.94,evening,London,ABAC,User,normal,0.3634094488525751,True,True,168.74291837647752,56.2252515701579,236.4758922467257,87.08023693435115,False,valid
6325,19,8,60,17.69,afternoon,London,RBAC,Admin,normal,0.22710454941407604,True,True,167.36339032366251,109.74583819972614,128.62874123045836,47.0974242273072,False,valid
6326,20,2,52,6.88,morning,London,RBAC,User,normal,0.24245764299230788,True,True,189.11979398926016,152.1170844720328,168.62183540417018,107.3791342411717,False,valid
6327,13,8,31,14.23,morning,Manchester,RBAC,User,normal,0.2691829861498493,True,True,156.27625182794364,144.78674662328177,248.21341344354414,68.60451801508015,False,valid
6328,15,8,57,18.42,morning,London,MAC,User,normal,0.2696360421155111,True,True,160.66647971421253,80.48566597127372,203.71898174769157,70.55228394506446,False,valid
6329,13,2,91,15.92,evening,Manchester,RBAC,User,anomalous,0.6285490948377999,True,False,146.83876613073582,143.40700978971375,196.42686609728398,79.5527051311891,True,valid
6330,3,7,92,11.17,off_hours,London,ABAC,User,normal,0.4621322946978943,True,True,102.42470589443181,126.75093290267668,187.71956137379527,97.0894641463603,False,valid
6331,16,3,77,13.36,morning,London,ABAC,User,normal,0.1544866929703247,True,True,168.38229469888424,116.3942406474703,203.154492318859,80.94421286521684,False,valid
6332,9,5,39,21.76,off_hours,London,MAC,User,normal,0.4023108855046784,True,True,195.32803261564402,132.26759825694202,199.0718431590549,105.36845838817612,False,valid
6333,19,8,55,13.72,afternoon,Manchester,RBAC,User,normal,0.273231111260947,True,True,178.30745300472014,143.9468078956906,230.10611569635284,65.33310160436523,False,valid
6334,8,1,88,17.54,afternoon,London,RBAC,User,normal,0.10704380154917277,True,True,222.78345757078017,98.3448907409305,160.440939295902,81.3958083486412,False,valid
6335,8,1,41,16.31,afternoon,London,MAC,User,normal,0.2232160134255484,False,True,184.3623431659415,158.04932623127266,263.12422960655596,68.48674473237986,True,valid
6336,14,10,110,15.79,afternoon,Birmingham,RBAC,Admin,normal,0.32246572326476036,True,True,174.52821445288265,121.52722536858425,255.05691634713145,87.45379971445237,False,valid
6337,19,8,85,16.1,afternoon,London,RBAC,User,normal,0.15066434697133993,True,True,194.60668073051784,114.33911977576147,226.21836727803074,72.88767614315238,False,valid
6338,13,6,115,10.65,evening,London,RBAC,User,normal,0.39178005057619053,True,True,182.32826269086723,105.40360567673888,219.31000040113483,72.59045274229847,False,valid
6339,3,3,99,11.06,evening,London,MAC,User,normal,0.21885214981103057,True,True,179.5007197289537,106.88858468716617,146.4514643852774,83.92780215833449,False,valid
6340,5,8,61,10.93,evening,London,RBAC,User,normal,0.29456612746439376,True,True,181.62965883799976,101.55753428489228,201.3882646875104,95.82320333771311,False,valid
6341,8,8,12,1.89,afternoon,Birmingham,ABAC,User,normal,0.16956531797737873,True,True,237.494548154903,94.30364438598349,135.72020100000844,67.5721936107,False,valid
6342,6,9,83,6.21,evening,London,RBAC,User,normal,0.35346061442942994,True,True,191.9821866675321,95.48554692015007,145.55718202058935,79.97181150576816,False,valid
6343,5,10,99,4.41,evening,Manchester,RBAC,User,normal,0.2619057528383131,True,True,185.88305624713922,153.7663477370174,251.4040841872786,82.31115918343505,False,valid
6344,12,10,98,19.64,off_hours,Manchester,ABAC,User,normal,0.3268817992240971,True,True,223.63082161974768,147.10587060836636,155.90893244586698,99.05759544900228,False,valid
6345,6,6,114,6.92,afternoon,anomaly,ABAC,Admin,anomalous,0.7150998100073714,False,False,190.13102923862454,91.1136339836594,143.20316098906778,50.813691030742646,False,valid
